occ_code	sic	tot_emp	h_mean	occ_title	year
25300	243	60	29.63	Mathematical Scientists & Related	1998
25302	243	60	29.63	Systems Researchers	1998
32000	243	60	18.95	Health Practitioners, Technicians & Technologists	1998
32999	243	60	18.95	Other Health Professionals, Paraprofessionals/Technicians	1998
34038	243	400	16.33	Designers, Except Interior	1998
39999	243	180	21.31	Other Professional, Paraprofessional/Technicians	1998
40000	243	8910	20.16	Sales & Related Occupations	1998
41002	243	820	25.7	First Line Supervisors, Sales & Related	1998
43000	243	40	9.01	Sales Workers, Services	1998
49002	243	200	24.73	Sales Engineers	1998
49005	243	1030	21.69	Salespersons, Scientific Products & Services	1998
49008	243	4940	20.54	Salespersons, Except Scientific & Retail	1998
49011	243	970	15.49	Salespersons, Retail	1998
49999	243	910	15.88	All Other Sales & Related	1998
50000	243	23060	11.05	Clerical & Administrative Support	1998
51002	243	1200	15.75	First Line Supervisors, Clerical & Administrative	1998
53123	243	560	11.99	Adjustment Clerks	1998
55108	243	2880	10.36	Secretaries, Except Legal & Medical	1998
55305	243	830	9.42	Receptionists & Information Clerks	1998
55307	243	90	10.53	Typists, Including Word Processing	1998
55314	243	340	12.29	Personnel Clerks, Except Payroll & Timekeeping	1998
55321	243	110	8.48	File Clerks	1998
55323	243	1140	11.69	Order Clerks, Materials, Merchandise & Service	1998
55326	243	200	11.47	Procurement Clerks	1998
55338	243	3460	11.25	Bookkeeping, Accounting & Auditing Clerks	1998
55341	243	480	11.68	Payroll & Timekeeping Clerks	1998
55344	243	370	11.18	Billing, Cost & Rate Clerks	1998
55347	243	3930	9.68	General Office Clerks	1998
56000	243	480	11.13	Office Machine Operators, Data Processors	1998
56011	243	190	12.77	Computer Operators, Except Peripheral Equipment	1998
56017	243	290	10.07	Data Entry Keyers, Except Composing	1998
57102	243	100	9.45	Switchboard Operators	1998
58000	243	6540	11.13	Material Recording/Scheduling/Dispatching/Distributing	1998
58008	243	1490	13.52	Production, Planning & Expediting Clerks	1998
58017	243	220	10.43	Weighers, Measurers, Checkers & Samplers, Recordkeeping	1998
58023	243	1680	10.31	Stock Clerks, Stockroom, Warehouse or Storage Yard	1998
58028	243	2820	10.34	Traffic, Shipping, & Receiving Clerks	1998
58099	243	330	11.86	Other Material Recording, Scheduling & Distributing	1998
59999	243	350	11.27	All Other Clerical & Administrative Support	1998
60000	243	3240	9.43	Service Occupations	1998
61099	243	110	17.06	Other Service Supervisors	1998
63047	243	790	10.17	Guards & Watch Guards	1998
67005	243	1820	8.28	Janitors & Cleaners	1998
67099	243	310	9.54	Other Cleaning & Building Service Workers	1998
69999	243	200	12.8	All Other Service Workers	1998
70000	243	3190	12.4	Agricultural, Forestry, Fishing & Related	1998
72002	243	190	20.1	First Line Supervisors, Agricultural/Forestry/Fishing	1998
73008	243	1420	12.41	Log Handling Equipment Operators	1998
73011	243	40	10.9	Logging Tractor Operators	1998
73099	243	430	12.33	Other Timber Cutting & Related Logging Workers	1998
79008	243	970	11.08	Log Graders & Scalers	1998
79999	243	140	11.57	All Other Agricultural, Forestry & Fishing Workers	1998
80000	243	249800	10.66	Product/Construct/Operate Maintenance/Material Handling	1998
81000	243	13180	16.6	First Line Supervisors-Product/Construct/Maintenance/Related	1998
81002	243	860	19.87	First Line Supervisors, Mechanics/Installers/Repairers	1998
81005	243	50	17.26	First Line Supervisors, Trades & Extractive	1998
81008	243	9690	16.51	First Line Supervisors, Production & Operating	1998
81011	243	610	17.67	First Line Supervisors, Transport/Moving Machines	1998
81017	243	900	12.93	First Line Supervisors, Helpers/Laborers/Movers-Hand	1998
81099	243	1070	17.21	Other First Line Supervisors, Product/Construct/Maintain	1998
83000	243	5360	10.8	Inspectors & Related	1998
83002	243	260	12.72	Precision Inspectors, Testers & Graders	1998
83005	243	5100	10.7	Production Inspectors, Test/Grade/Sort/Sample/Weigh	1998
85000	243	9720	13.71	Mechanics, Installers & Repairers	1998
85110	243	2760	13.82	Machinery Maintenance Mechanics	1998
85123	243	1660	14.91	Millwrights	1998
85128	243	670	12.19	Machinery Maintenance Workers	1998
85132	243	2390	12.41	Maintenance Repairers, General Utility	1998
85302	243	80	13.19	Automotive Mechanics	1998
85311	243	150	13.74	Bus & Truck Mechanics & Diesel Engine Specialists	1998
85314	243	130	13.83	Mobile Heavy Equipment Mechanics, Except Engines	1998
85938	243	320	17.82	Installers & Repairers, Buildings & Mobile Homes	1998
85999	243	1560	14.04	Other Mechanics, Installers & Repairers	1998
87000	243	9240	12.91	Construction Trade Workers, Except Material Moving	1998
87102	243	6800	12.62	Carpenters	1998
87202	243	1230	15.76	Electricians	1998
87402	243	280	9.69	Painters & Paperhangers, Construction & Maintenance	1998
87502	243	40	14.72	Plumbers, Pipefitters & Steamfitters	1998
87899	243	110	9.86	All Other Construction Trades	1998
87999	243	780	12.43	Other Construction & Extractive, Except Helpers	1998
89100	243	2110	12.6	Precision Metal Workers	1998
89102	243	180	16.13	Tool & Die Makers	1998
89108	243	540	13.2	Machinists	1998
89111	243	1090	12.0	Tool Grinders, Filers & Sharpeners	1998
89132	243	90	11.97	Sheet Metal Workers	1998
89199	243	210	11.38	Other Precision Metal Workers	1998
89300	243	47880	10.98	Precision Woodworkers	1998
89302	243	610	10.97	Pattern & Model Makers	1998
89305	243	320	10.54	Pattern Markers, Wood	1998
89308	243	10200	10.18	Wood Machinists	1998
89311	243	30700	11.46	Cabinetmakers & Bench Carpenters	1998
89314	243	2410	10.31	Furniture Finishers	1998
89399	243	3640	9.74	Other Precision Woodworkers	1998
89500	243	50	11.21	Precision Textile, Apparel & Furnishings Workers	1998
89900	243	460	10.5	Precision Workers, NEC	1998
91100	243	910	11.93	Machine Tool Cutting Setters, Metal/Plastic	1998
91108	243	420	13.23	Drilling/Boring Machine Tool Setters, Metal/Plastic	1998
91117	243	490	10.79	Machine Tool Cutting Operators, Metal/Plastic	1998
91300	243	810	10.73	Machine Forming Setters, Operators, Metal/Plastic	1998
91302	243	300	11.67	Punching Machine Setters, Operators, Metal/Plastic	1998
91305	243	250	10.66	Press & Press Brake Machine Setters, Metal/Plastic	1998
91321	243	260	9.71	Machine Forming Operators	1998
91500	243	110	11.24	Numerical/Combination Machine Tool Setters, Metal/Plastic	1998
91505	243	110	11.24	Combination Machine Tool Setters, Metal/Plastic	1998
91700	243	130	11.8	Metal Fabricating Machine Setters, Operators	1998
91702	243	50	14.55	Welding Machine Setters	1998
91705	243	80	9.93	Welding Machine Operators	1998
92100	243	750	11.8	Other Metal/Plastic Machine Setters & Operators	1998
92197	243	410	11.47	All Other Machine Setters, Metal/Plastic	1998
92198	243	340	12.21	All Other Machine Operators, Metal/Plastic	1998
92300	243	38780	9.88	Woodworking Machine Setters, Operators	1998
92302	243	2040	10.11	Sawing Machine Setters	1998
92305	243	1290	11.49	Head Sawyers	1998
92308	243	11200	9.47	Sawing Machine Operators	1998
92311	243	8240	10.33	Woodworking Machine Setters	1998
92314	243	16010	9.77	Woodworking Machine Operators, Except Sawing	1998
92799	243	120	9.65	Other Textile & Related Setters & Operators	1998
92900	243	20310	10.95	Other Machine Setters, Operators & Tenders	1998
92923	243	1400	11.58	Furnace, Kiln, Oven, Drier, or Kettle Operators	1998
92926	243	980	11.71	Boiler Operators, Low Pressure	1998
92941	243	620	10.26	Cutting & Slicing Machine Setters	1998
92944	243	1750	10.86	Cutting & Slicing Machine Operators	1998
92951	243	1940	10.25	Coating, Painting & Spraying Machine Setters	1998
92953	243	2960	10.04	Coating, Painting & Spraying Machine Operators	1998
92956	243	3710	10.96	Cementing & Gluing Machine Operators	1998
92965	243	610	12.24	Crushing/Grinding/Mixing/Blending Machine Operators	1998
92968	243	410	11.56	Extruding/Forming/Pressing/Compacting Machine Setters	1998
92971	243	960	12.16	Extruding/Forming/Pressing/Compacting Machine Operators	1998
92974	243	690	10.72	Packaging & Filling Machine Operators	1998
92997	243	400	10.77	Other Machine Setters & Set-Up Operators	1998
92998	243	3880	11.21	Other Machine Operators & Tenders	1998
93900	243	47350	9.06	Other Hand Workers, NEC	1998
93911	243	670	10.73	Glaziers, Manufacturing	1998
93914	243	150	13.13	Welders & Cutters	1998
93926	243	530	8.39	Cutters & Trimmers, Hand	1998
93947	243	910	9.7	Painting, Coating & Decorating Workers, Hand	1998
93953	243	2540	8.69	Grinding & Polishing Workers, Hand	1998
93956	243	39180	8.98	Assemblers/Fabricators Except Machine/Electronic/Precision	1998
93999	243	3370	9.75	Other Hand Workers, NEC	1998
95000	243	1630	10.48	Plant & System Workers	1998
97100	243	6280	11.82	Motor Vehicle Operators	1998
97102	243	4750	12.41	Truck Drivers, Heavy or Tractor Trailer	1998
97105	243	1530	9.98	Truck Drivers-Light, Include Delivery/Route Workers	1998
97899	243	300	12.05	All Other Transportation & Related Workers	1998
97900	243	6950	10.77	Material Moving Equipment Operators	1998
97938	243	70	13.31	Grader, Bulldozer & Scraper Operators	1998
97941	243	160	9.98	Hoist & Winch Operators	1998
97947	243	5170	10.66	Industrial Truck & Tractor Operators	1998
97951	243	360	10.12	Conveyor Operators & Tenders	1998
97989	243	1190	11.39	Other Material Moving Equipment Operators	1998
98000	243	37360	9.07	Helpers, Laborers & Material Movers, Hand	1998
98102	243	410	9.7	Helpers, Mechanic & Repairer	1998
98312	243	200	7.28	Helpers, Carpenters	1998
98319	243	30	7.06	Helpers, Other Construction Trades	1998
98399	243	2970	8.35	Helpers-Construction Traders and Extractive Workers	1998
98502	243	15920	9.17	Machine Feeders & Offbearers	1998
98799	243	5690	9.63	Other Freight, Stock & Material Movers, Hand	1998
98902	243	2910	8.32	Hand Packers & Packagers	1998
98999	243	9230	9.06	Other Helpers, Laborers & Material Movers, Hand	1998
00000	244	54770	10.12	Industry Total	1998
10000	244	3580	24.9	Managerial & Administrative	1998
13002	244	160	29.62	Financial Managers	1998
13005	244	60	22.76	Personnel, Training & Labor Relations Managers	1998
13008	244	40	22.78	Purchasing Managers	1998
13011	244	40	26.33	Marketing/Advertising/Public Relations Managers	1998
13014	244	60	23.8	Administrative Managers	1998
15014	244	880	18.89	Industrial Production Managers	1998
19005	244	2260	27.12	General Managers & Top Executives	1998
19999	244	60	19.35	All Other Managers & Administrators	1998
20000	244	520	17.6	Professional/Paraprofessional & Technical Occupations	1998
21100	244	200	17.16	Accountants, Auditors & Other Financial Specialists	1998
21114	244	200	17.16	Accountants & Auditors	1998
21308	244	80	19.56	Purchasing Agents	1998
21902	244	50	15.81	Cost Estimators	1998
21999	244	50	16.11	All Other Management Support	1998
22100	244	30	20.32	Engineers	1998
22500	244	60	17.32	Engineering & Related Technicians & Technologists	1998
24300	244	30	18.84	Life Scientists	1998
40000	244	720	18.57	Sales & Related Occupations	1998
41002	244	70	21.98	First Line Supervisors, Sales & Related	1998
49005	244	100	20.48	Salespersons, Scientific Products & Services	1998
49008	244	480	18.57	Salespersons, Except Scientific & Retail	1998
49011	244	40	10.51	Salespersons, Retail	1998
49999	244	30	15.67	All Other Sales & Related	1998
50000	244	3170	9.76	Clerical & Administrative Support	1998
51002	244	150	13.94	First Line Supervisors, Clerical & Administrative	1998
55108	244	740	9.08	Secretaries, Except Legal & Medical	1998
55305	244	70	8.69	Receptionists & Information Clerks	1998
55323	244	40	11.27	Order Clerks, Materials, Merchandise & Service	1998
55338	244	650	10.53	Bookkeeping, Accounting & Auditing Clerks	1998
55341	244	60	10.63	Payroll & Timekeeping Clerks	1998
55347	244	950	8.62	General Office Clerks	1998
58000	244	380	10.78	Material Recording/Scheduling/Dispatching/Distributing	1998
58028	244	270	10.86	Traffic, Shipping, & Receiving Clerks	1998
58099	244	110	10.57	Other Material Recording, Scheduling & Distributing	1998
59999	244	110	10.17	All Other Clerical & Administrative Support	1998
60000	244	400	7.46	Service Occupations	1998
63047	244	90	7.31	Guards & Watch Guards	1998
67005	244	260	6.84	Janitors & Cleaners	1998
69999	244	50	10.69	All Other Service Workers	1998
70000	244	930	10.08	Agricultural, Forestry, Fishing & Related	1998
72002	244	130	13.88	First Line Supervisors, Agricultural/Forestry/Fishing	1998
73008	244	260	8.76	Log Handling Equipment Operators	1998
