occ_code	sic	tot_emp	h_mean	occ_title	year
17-2081	281	240	29.31	Environmental Engineers	1999
17-2111	281	370	28.43	Health and Safety Engineers, Except Mining Safety Engineers and Inspectors	1999
17-2112	281	320	35.67	Industrial Engineers	1999
17-2131	281	60	27.79	Materials Engineers	1999
17-2141	281	360	28.99	Mechanical Engineers	1999
17-3013	281	40	19.83	Mechanical Drafters	1999
17-3023	281	130	21.35	Electrical and Electronic Engineering Technicians	1999
17-3027	281	30	19.94	Mechanical Engineering Technicians	1999
19-0000	281	6870	21.25	Life, Physical, and Social Science Occupations	1999
19-2031	281	2570	25.32	Chemists	1999
19-2041	281	70	25.63	Environmental Scientists and Specialists, Including Health	1999
19-4031	281	3210	17.87	Chemical Technicians	1999
19-4091	281	180	21.8	Environmental Science and Protection Technicians, Including Health	1999
23-1011	281	40	55.49	Lawyers	1999
27-0000	281	60	24.65	Arts, Design, Entertainment, Sports, and Media Occupations	1999
29-0000	281	500	22.21	Healthcare Practitioners and Technical Occupations	1999
29-1111	281	80	22.23	Registered Nurses	1999
33-0000	281	380	15.53	Protective Service Occupations	1999
33-9032	281	220	13.22	Security Guards	1999
37-0000	281	620	14.97	Building and Grounds Cleaning and Maintenance Occupations	1999
37-1011	281	70	21.8	First-Line Supervisors/Managers of Housekeeping and Janitorial Workers	1999
37-1012	281	120	27.16	First-Line Supervisors/Managers of Landscaping, Lawn Service, and Groundskeeping Workers	1999
37-2011	281	340	11.8	Janitors and Cleaners, Except Maids and Housekeeping Cleaners	1999
37-3011	281	80	10.51	Landscaping and Groundskeeping Workers	1999
41-0000	281	2790	26.94	Sales and Related Occupations	1999
41-2031	281	60	14.62	Retail Salespersons	1999
41-4012	281	700	23.94	Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products	1999
41-9011	281	40	24.36	Demonstrators and Product Promoters	1999
41-9031	281	260	28.76	Sales Engineers	1999
43-0000	281	9620	14.55	Office and Administrative Support Occupations	1999
43-1011	281	520	22.27	First-Line Supervisors/Managers of Office and Administrative Support Workers	1999
43-2011	281	70	11.64	Switchboard Operators, Including Answering Service	1999
43-3021	281	180	13.02	Billing and Posting Clerks and Machine Operators	1999
43-3031	281	730	13.52	Bookkeeping, Accounting, and Auditing Clerks	1999
43-3051	281	190	14.9	Payroll and Timekeeping Clerks	1999
43-3061	281	120	14.92	Procurement Clerks	1999
43-4051	281	820	15.73	Customer Service Representatives	1999
43-4071	281	80	10.97	File Clerks	1999
43-4151	281	700	11.95	Order Clerks	1999
43-4161	281	190	16.0	Human Resources Assistants, Except Payroll and Timekeeping	1999
43-4171	281	240	11.54	Receptionists and Information Clerks	1999
43-5061	281	680	17.02	Production, Planning, and Expediting Clerks	1999
43-5071	281	1080	14.13	Shipping, Receiving, and Traffic Clerks	1999
43-5081	281	640	14.06	Stock Clerks and Order Fillers	1999
43-6011	281	990	17.03	Executive Secretaries and Administrative Assistants	1999
43-6014	281	950	13.53	Secretaries, Except Legal, Medical, and Executive	1999
43-9011	281	50	16.84	Computer Operators	1999
43-9051	281	30	10.27	Mail Clerks and Mail Machine Operators, Except Postal Service	1999
43-9061	281	940	11.05	Office Clerks, General	1999
47-0000	281	1410	19.88	Construction and Extraction Occupations	1999
47-2031	281	50	18.37	Carpenters	1999
47-2111	281	620	19.83	Electricians	1999
47-2141	281	40	16.73	Painters, Construction and Maintenance	1999
47-2152	281	510	20.64	Plumbers, Pipefitters, and Steamfitters	1999
49-0000	281	9350	20.1	Installation, Maintenance, and Repair Occupations	1999
49-1011	281	1510	26.57	First-Line Supervisors/Managers of Mechanics, Installers, and Repairers	1999
49-2094	281	670	20.05	Electrical and Electronics Repairers, Commercial and Industrial Equipment	1999
49-3023	281	80	18.07	Automotive Service Technicians and Mechanics	1999
49-3031	281	300	17.37	Bus and Truck Mechanics and Diesel Engine Specialists	1999
49-9012	281	30	18.37	Control and Valve Installers and Repairers, Except Mechanical Door	1999
49-9041	281	1100	18.23	Industrial Machinery Mechanics	1999
49-9042	281	4130	18.54	Maintenance and Repair Workers, General	1999
49-9043	281	520	21.07	Maintenance Workers, Machinery	1999
49-9044	281	570	19.58	Millwrights	1999
49-9098	281	70	14.06	Helpers--Installation, Maintenance, and Repair Workers	1999
51-0000	281	37260	17.48	Production Occupations	1999
51-1011	281	3750	23.72	First-Line Supervisors/Managers of Production and Operating Workers	1999
51-2092	281	110	13.29	Team Assemblers	1999
51-4041	281	250	13.24	Machinists	1999
51-4121	281	230	16.78	Welders, Cutters, Solderers, and Brazers	1999
51-8021	281	450	20.14	Stationary Engineers and Boiler Operators	1999
51-8031	281	460	18.65	Water and Liquid Waste Treatment Plant and System Operators	1999
51-8091	281	14800	19.07	Chemical Plant and System Operators	1999
51-8092	281	1930	17.12	Gas Plant Operators	1999
51-9011	281	2980	17.38	Chemical Equipment Operators and Tenders	1999
51-9012	281	600	16.21	Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders	1999
51-9021	281	410	12.34	Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders	1999
51-9023	281	5030	14.34	Mixing and Blending Machine Setters, Operators, and Tenders	1999
51-9051	281	600	16.29	Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders	1999
51-9061	281	1420	16.7	Inspectors, Testers, Sorters, Samplers, and Weighers	1999
51-9111	281	1390	13.39	Packaging and Filling Machine Operators and Tenders	1999
51-9121	281	720	11.78	Coating, Painting, and Spraying Machine Setters, Operators, and Tenders	1999
51-9198	281	720	13.92	Helpers--Production Workers	1999
53-0000	281	8640	16.45	Transportation and Material Moving Occupations	1999
53-1021	281	190	24.01	First-Line Supervisors/Managers of Helpers, Laborers, and Material Movers, Hand	1999
53-1031	281	290	22.54	First-Line Supervisors/Managers of Transportation and Material-Moving Machine and Vehicle Operators	1999
53-3032	281	3880	17.33	Truck Drivers, Heavy and Tractor-Trailer	1999
53-3033	281	500	14.95	Truck Drivers, Light Or Delivery Services	1999
53-7032	281	60	14.91	Excavating and Loading Machine and Dragline Operators	1999
53-7051	281	1110	14.42	Industrial Truck and Tractor Operators	1999
53-7062	281	710	11.85	Laborers and Freight, Stock, and Material Movers, Hand	1999
53-7063	281	210	11.23	Machine Feeders and Offbearers	1999
53-7064	281	520	10.95	Packers and Packagers, Hand	1999
53-7071	281	390	15.41	Gas Compressor and Gas Pumping Station Operators	1999
53-7121	281	560	16.88	Tank Car, Truck, and Ship Loaders	1999
00-0000	282	153500	19.77	Industry Total	1999
11-0000	282	9350	39.88	Management Occupations	1999
11-1011	282	440	59.09	Chief Executives	1999
11-1021	282	1610	44.63	General and Operations Managers	1999
11-2011	282	30	34.74	Advertising and Promotions Managers	1999
11-2021	282	440	43.35	Marketing Managers	1999
11-2022	282	590	40.37	Sales Managers	1999
11-3011	282	190	35.73	Administrative Services Managers	1999
11-3021	282	340	36.77	Computer and Information Systems Managers	1999
11-3031	282	540	41.22	Financial Managers	1999
11-3040	282	850	35.19	Human Resources Managers	1999
11-3051	282	1870	34.77	Industrial Production Managers	1999
11-3061	282	240	31.08	Purchasing Managers	1999
11-3071	282	250	33.38	Transportation, Storage, and Distribution Managers	1999
11-9041	282	840	42.06	Engineering Managers	1999
11-9121	282	210	44.9	Natural Sciences Managers	1999
13-0000	282	5510	28.4	Business and Financial Operations Occupations	1999
13-1023	282	740	24.21	Purchasing Agents, Except Wholesale, Retail, and Farm Products	1999
13-1041	282	90	30.32	Compliance Officers, Except Agriculture, Construction, Health and Safety, and Transportation	1999
13-1071	282	80	24.26	Employment, Recruitment, and Placement Specialists	1999
13-1072	282	130	28.09	Compensation, Benefits, and Job Analysis Specialists	1999
13-1073	282	450	25.69	Training and Development Specialists	1999
13-1111	282	340	27.73	Management Analysts	1999
13-2011	282	770	24.02	Accountants and Auditors	1999
13-2051	282	60	31.46	Financial Analysts	1999
15-0000	282	1480	27.04	Computer and Mathematical Occupations	1999
15-1021	282	150	22.85	Computer Programmers	1999
15-1041	282	150	19.14	Computer Support Specialists	1999
15-1051	282	750	29.09	Computer Systems Analysts	1999
15-1071	282	210	25.31	Network and Computer Systems Administrators	1999
17-0000	282	9960	29.4	Architecture and Engineering Occupations	1999
17-2041	282	3190	30.99	Chemical Engineers	1999
17-2051	282	150	29.82	Civil Engineers	1999
17-2071	282	230	29.16	Electrical Engineers	1999
17-2072	282	50	32.84	Electronics Engineers, Except Computer	1999
17-2081	282	300	32.03	Environmental Engineers	1999
17-2111	282	470	28.68	Health and Safety Engineers, Except Mining Safety Engineers and Inspectors	1999
17-2112	282	1010	29.47	Industrial Engineers	1999
17-2131	282	210	29.25	Materials Engineers	1999
17-2141	282	890	28.69	Mechanical Engineers	1999
17-3013	282	100	21.35	Mechanical Drafters	1999
17-3023	282	240	19.2	Electrical and Electronic Engineering Technicians	1999
17-3025	282	50	23.01	Environmental Engineering Technicians	1999
17-3026	282	530	19.71	Industrial Engineering Technicians	1999
19-0000	282	12210	24.58	Life, Physical, and Social Science Occupations	1999
19-2031	282	3360	29.5	Chemists	1999
19-2041	282	80	27.32	Environmental Scientists and Specialists, Including Health	1999
19-3021	282	100	34.01	Market Research Analysts	1999
19-4031	282	7250	20.94	Chemical Technicians	1999
19-4091	282	170	22.17	Environmental Science and Protection Technicians, Including Health	1999
23-0000	282	80	43.12	Legal Occupations	1999
23-1011	282	60	51.27	Lawyers	1999
25-0000	282	70	19.66	Education, Training, and Library Occupations	1999
27-0000	282	70	23.64	Arts, Design, Entertainment, Sports, and Media Occupations	1999
29-0000	282	310	26.03	Healthcare Practitioners and Technical Occupations	1999
29-1111	282	140	21.68	Registered Nurses	1999
29-9010	282	110	25.93	Occupational Health and Safety Specialists and Technicians	1999
33-0000	282	380	16.32	Protective Service Occupations	1999
33-9032	282	350	14.73	Security Guards	1999
37-0000	282	520	12.09	Building and Grounds Cleaning and Maintenance Occupations	1999
37-2011	282	420	11.22	Janitors and Cleaners, Except Maids and Housekeeping Cleaners	1999
37-3011	282	40	9.86	Landscaping and Groundskeeping Workers	1999
41-0000	282	2430	31.35	Sales and Related Occupations	1999
41-1012	282	130	33.7	First-Line Supervisors/Managers of Non-Retail Sales Workers	1999
41-4011	282	980	27.8	Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products	1999
41-4012	282	910	27.97	Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products	1999
41-9031	282	230	30.78	Sales Engineers	1999
43-0000	282	10830	15.41	Office and Administrative Support Occupations	1999
43-1011	282	550	20.72	First-Line Supervisors/Managers of Office and Administrative Support Workers	1999
43-2011	282	90	10.83	Switchboard Operators, Including Answering Service	1999
43-3021	282	130	13.34	Billing and Posting Clerks and Machine Operators	1999
43-3031	282	730	14.32	Bookkeeping, Accounting, and Auditing Clerks	1999
43-3051	282	170	15.07	Payroll and Timekeeping Clerks	1999
43-3061	282	130	14.34	Procurement Clerks	1999
43-4051	282	930	16.97	Customer Service Representatives	1999
43-4071	282	60	11.73	File Clerks	1999
43-4151	282	280	14.96	Order Clerks	1999
43-4161	282	230	15.51	Human Resources Assistants, Except Payroll and Timekeeping	1999
43-4171	282	200	11.99	Receptionists and Information Clerks	1999
43-5061	282	1010	17.56	Production, Planning, and Expediting Clerks	1999
43-5071	282	1690	14.28	Shipping, Receiving, and Traffic Clerks	1999
43-5081	282	430	13.78	Stock Clerks and Order Fillers	1999
43-6011	282	1190	16.43	Executive Secretaries and Administrative Assistants	1999
43-6014	282	890	14.56	Secretaries, Except Legal, Medical, and Executive	1999
43-9011	282	50	15.92	Computer Operators	1999
43-9051	282	40	12.09	Mail Clerks and Mail Machine Operators, Except Postal Service	1999
43-9061	282	1080	12.82	Office Clerks, General	1999
43-9111	282	30	14.96	Statistical Assistants	1999
47-0000	282	1390	21.2	Construction and Extraction Occupations	1999
47-2031	282	40	22.98	Carpenters	1999
47-2111	282	640	20.46	Electricians	1999
47-2141	282	60	21.09	Painters, Construction and Maintenance	1999
47-2152	282	520	20.73	Plumbers, Pipefitters, and Steamfitters	1999
47-2211	282	60	20.4	Sheet Metal Workers	1999
49-0000	282	15390	19.45	Installation, Maintenance, and Repair Occupations	1999
49-1011	282	1140	25.63	First-Line Supervisors/Managers of Mechanics, Installers, and Repairers	1999
49-2092	282	520	20.59	Electric Motor, Power Tool, and Related Repairers	1999
49-2094	282	2470	20.15	Electrical and Electronics Repairers, Commercial and Industrial Equipment	1999
49-3031	282	60	16.96	Bus and Truck Mechanics and Diesel Engine Specialists	1999
49-9021	282	220	19.94	Heating, Air Conditioning, and Refrigeration Mechanics and Installers	1999
49-9041	282	4890	18.66	Industrial Machinery Mechanics	1999
49-9042	282	4600	17.7	Maintenance and Repair Workers, General	1999
49-9043	282	690	17.27	Maintenance Workers, Machinery	1999
49-9044	282	260	21.12	Millwrights	1999
49-9098	282	180	14.65	Helpers--Installation, Maintenance, and Repair Workers	1999
51-0000	282	74650	15.48	Production Occupations	1999
51-1011	282	5410	23.65	First-Line Supervisors/Managers of Production and Operating Workers	1999
51-2092	282	2380	10.68	Team Assemblers	1999
51-4041	282	930	15.37	Machinists	1999
51-4072	282	1640	12.61	Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic	1999
51-4081	282	130	17.71	Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic	1999
51-6062	282	1710	13.87	Textile Cutting Machine Setters, Operators, and Tenders	1999
51-6063	282	1900	11.88	Textile Knitting and Weaving Machine Setters, Operators, and Tenders	1999
51-6064	282	10130	12.7	Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders	1999
51-6091	282	10290	13.75	Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers	1999
51-8012	282	810	20.61	Power Distributors and Dispatchers	1999
51-8021	282	860	18.94	Stationary Engineers and Boiler Operators	1999
51-8031	282	250	19.13	Water and Liquid Waste Treatment Plant and System Operators	1999
51-8091	282	10440	19.34	Chemical Plant and System Operators	1999
51-9011	282	7040	17.77	Chemical Equipment Operators and Tenders	1999
51-9021	282	540	12.73	Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders	1999
51-9023	282	3100	12.7	Mixing and Blending Machine Setters, Operators, and Tenders	1999
51-9041	282	770	14.0	Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders	1999
51-9051	282	260	18.78	Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders	1999
51-9061	282	3380	15.7	Inspectors, Testers, Sorters, Samplers, and Weighers	1999
51-9111	282	2310	13.03	Packaging and Filling Machine Operators and Tenders	1999
51-9192	282	60	12.46	Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders	1999
51-9198	282	2380	9.84	Helpers--Production Workers	1999
53-0000	282	8890	13.28	Transportation and Material Moving Occupations	1999
53-1021	282	130	20.33	First-Line Supervisors/Managers of Helpers, Laborers, and Material Movers, Hand	1999
53-1031	282	160	24.32	First-Line Supervisors/Managers of Transportation and Material-Moving Machine and Vehicle Operators	1999
53-3032	282	760	18.11	Truck Drivers, Heavy and Tractor-Trailer	1999
53-3033	282	210	13.76	Truck Drivers, Light Or Delivery Services	1999
53-7011	282	870	10.69	Conveyor Operators and Tenders	1999
53-7051	282	1900	15.03	Industrial Truck and Tractor Operators	1999
53-7062	282	1400	11.31	Laborers and Freight, Stock, and Material Movers, Hand	1999
53-7063	282	800	9.75	Machine Feeders and Offbearers	1999
53-7064	282	1770	11.14	Packers and Packagers, Hand	1999
53-7121	282	450	17.87	Tank Car, Truck, and Ship Loaders	1999
00-0000	283	301910	18.24	Industry Total	1999
11-0000	283	21610	40.96	Management Occupations	1999
11-1011	283	1390	61.37	Chief Executives	1999
11-1021	283	3300	45.7	General and Operations Managers	1999
11-2011	283	210	38.25	Advertising and Promotions Managers	1999
11-2021	283	1520	41.85	Marketing Managers	1999
11-2022	283	1400	40.41	Sales Managers	1999
11-2031	283	120	39.11	Public Relations Managers	1999
11-3011	283	770	33.46	Administrative Services Managers	1999
11-3021	283	830	39.54	Computer and Information Systems Managers	1999
11-3031	283	1420	41.74	Financial Managers	1999
11-3040	283	930	35.43	Human Resources Managers	1999
11-3051	283	3970	33.63	Industrial Production Managers	1999
11-3061	283	440	31.56	Purchasing Managers	1999
11-3071	283	510	29.61	Transportation, Storage, and Distribution Managers	1999
11-9041	283	980	39.4	Engineering Managers	1999
11-9111	283	250	40.77	Medical and Health Services Managers	1999
11-9121	283	1800	44.12	Natural Sciences Managers	1999
13-0000	283	11590	25.36	Business and Financial Operations Occupations	1999
13-1023	283	1890	21.81	Purchasing Agents, Except Wholesale, Retail, and Farm Products	1999
13-1041	283	1590	27.05	Compliance Officers, Except Agriculture, Construction, Health and Safety, and Transportation	1999
13-1051	283	290	24.24	Cost Estimators	1999
13-1071	283	440	24.9	Employment, Recruitment, and Placement Specialists	1999
13-1072	283	440	24.79	Compensation, Benefits, and Job Analysis Specialists	1999
13-1073	283	970	24.34	Training and Development Specialists	1999
13-1111	283	630	25.79	Management Analysts	1999
13-2011	283	2400	24.29	Accountants and Auditors	1999
13-2051	283	110	24.21	Financial Analysts	1999
15-0000	283	5230	26.25	Computer and Mathematical Occupations	1999
15-1021	283	850	26.65	Computer Programmers	1999
15-1041	283	1120	21.67	Computer Support Specialists	1999
15-1051	283	1050	28.43	Computer Systems Analysts	1999
15-1061	283	370	25.77	Database Administrators	1999
15-1071	283	850	27.32	Network and Computer Systems Administrators	1999
15-1081	283	30	24.8	Network Systems and Data Communications Analysts	1999
15-2021	283	70	31.34	Mathematicians	1999
17-0000	283	11430	27.03	Architecture and Engineering Occupations	1999
17-2031	283	490	31.25	Biomedical Engineers	1999
17-2041	283	3460	28.97	Chemical Engineers	1999
17-2081	283	290	28.32	Environmental Engineers	1999
17-2111	283	850	22.61	Health and Safety Engineers, Except Mining Safety Engineers and Inspectors	1999
17-2112	283	1470	28.84	Industrial Engineers	1999
17-2131	283	50	29.51	Materials Engineers	1999
17-2141	283	510	28.17	Mechanical Engineers	1999
17-3012	283	50	20.49	Electrical and Electronics Drafters	1999
17-3013	283	370	18.18	Mechanical Drafters	1999
17-3023	283	820	18.63	Electrical and Electronic Engineering Technicians	1999
17-3026	283	700	21.08	Industrial Engineering Technicians	1999
17-3027	283	560	18.43	Mechanical Engineering Technicians	1999
19-0000	283	40380	22.17	Life, Physical, and Social Science Occupations	1999
19-1021	283	3110	23.41	Biochemists and Biophysicists	1999
19-1022	283	2400	24.27	Microbiologists	1999
19-1042	283	1900	29.76	Medical Scientists, Except Epidemiologists	1999
19-2031	283	12550	24.41	Chemists	1999
19-2032	283	150	28.04	Materials Scientists	1999
19-4021	283	5790	16.93	Biological Technicians	1999
19-4031	283	10750	16.53	Chemical Technicians	1999
19-4091	283	300	18.37	Environmental Science and Protection Technicians, Including Health	1999
23-0000	283	420	39.17	Legal Occupations	1999
23-1011	283	200	56.05	Lawyers	1999
23-2011	283	90	18.81	Paralegals and Legal Assistants	1999
27-0000	283	660	21.35	Arts, Design, Entertainment, Sports, and Media Occupations	1999
27-1011	283	50	36.12	Art Directors	1999
27-1024	283	310	19.36	Graphic Designers	1999
27-3042	283	230	19.43	Technical Writers	1999
29-0000	283	2620	21.87	Healthcare Practitioners and Technical Occupations	1999
29-1051	283	360	29.67	Pharmacists	1999
29-1111	283	710	22.12	Registered Nurses	1999
29-2012	283	860	12.89	Medical and Clinical Laboratory Technicians	1999
29-2052	283	120	11.42	Pharmacy Technicians	1999
31-0000	283	1170	9.6	Healthcare Support Occupations	1999
33-0000	283	1550	14.18	Protective Service Occupations	1999
33-9032	283	1470	12.74	Security Guards	1999
37-0000	283	4530	12.29	Building and Grounds Cleaning and Maintenance Occupations	1999
37-1011	283	150	19.76	First-Line Supervisors/Managers of Housekeeping and Janitorial Workers	1999
37-2011	283	4140	11.42	Janitors and Cleaners, Except Maids and Housekeeping Cleaners	1999
39-0000	283	150	18.32	Personal Care and Service Occupations	1999
41-0000	283	5370	26.15	Sales and Related Occupations	1999
41-1012	283	490	34.51	First-Line Supervisors/Managers of Non-Retail Sales Workers	1999
41-4011	283	2430	21.21	Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products	1999
41-4012	283	1340	26.56	Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products	1999
43-0000	283	37920	14.46	Office and Administrative Support Occupations	1999
43-1011	283	1280	22.12	First-Line Supervisors/Managers of Office and Administrative Support Workers	1999
43-2011	283	360	11.66	Switchboard Operators, Including Answering Service	1999
43-3021	283	330	13.82	Billing and Posting Clerks and Machine Operators	1999
43-3031	283	2600	13.95	Bookkeeping, Accounting, and Auditing Clerks	1999
43-3051	283	570	14.54	Payroll and Timekeeping Clerks	1999
43-3061	283	420	13.58	Procurement Clerks	1999
43-4051	283	2670	15.62	Customer Service Representatives	1999
43-4071	283	200	11.67	File Clerks	1999
43-4151	283	2410	11.57	Order Clerks	1999
43-4161	283	880	14.39	Human Resources Assistants, Except Payroll and Timekeeping	1999
43-4171	283	870	11.19	Receptionists and Information Clerks	1999
43-5061	283	2420	16.84	Production, Planning, and Expediting Clerks	1999
43-5071	283	5040	12.23	Shipping, Receiving, and Traffic Clerks	1999
43-5081	283	1850	13.03	Stock Clerks and Order Fillers	1999
43-5111	283	940	12.96	Weighers, Measurers, Checkers, and Samplers, Recordkeeping	1999
43-6011	283	4830	17.89	Executive Secretaries and Administrative Assistants	1999
43-6014	283	3250	14.59	Secretaries, Except Legal, Medical, and Executive	1999
43-9011	283	110	17.22	Computer Operators	1999
43-9051	283	360	11.01	Mail Clerks and Mail Machine Operators, Except Postal Service	1999
43-9061	283	2290	13.41	Office Clerks, General	1999
43-9071	283	200	13.64	Office Machine Operators, Except Computer	1999
47-0000	283	1670	19.8	Construction and Extraction Occupations	1999
47-1011	283	120	27.49	First-Line Supervisors/Managers of Construction Trades and Extraction Workers	1999
47-2031	283	150	18.54	Carpenters	1999
47-2111	283	570	19.77	Electricians	1999
47-2141	283	110	16.65	Painters, Construction and Maintenance	1999
47-2152	283	470	19.83	Plumbers, Pipefitters, and Steamfitters	1999
47-2211	283	70	16.89	Sheet Metal Workers	1999
49-0000	283	19360	18.22	Installation, Maintenance, and Repair Occupations	1999
49-1011	283	960	25.81	First-Line Supervisors/Managers of Mechanics, Installers, and Repairers	1999
49-2094	283	170	21.01	Electrical and Electronics Repairers, Commercial and Industrial Equipment	1999
49-9021	283	400	19.67	Heating, Air Conditioning, and Refrigeration Mechanics and Installers	1999
49-9041	283	3560	18.85	Industrial Machinery Mechanics	1999
49-9042	283	12580	17.68	Maintenance and Repair Workers, General	1999
49-9043	283	570	16.26	Maintenance Workers, Machinery	1999
49-9098	283	470	12.27	Helpers--Installation, Maintenance, and Repair Workers	1999
51-0000	283	129330	12.78	Production Occupations	1999
51-1011	283	9340	23.58	First-Line Supervisors/Managers of Production and Operating Workers	1999
51-2092	283	54720	11.0	Team Assemblers	1999
51-4041	283	240	18.57	Machinists	1999
51-4072	283	570	12.4	Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic	1999
51-5022	283	70	19.82	Prepress Technicians and Workers	1999
51-5023	283	490	13.37	Printing Machine Operators	1999
51-8021	283	160	19.41	Stationary Engineers and Boiler Operators	1999
51-8031	283	220	16.52	Water and Liquid Waste Treatment Plant and System Operators	1999
51-8091	283	3450	17.94	Chemical Plant and System Operators	1999
51-9011	283	6850	15.88	Chemical Equipment Operators and Tenders	1999
51-9012	283	2150	12.95	Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders	1999
51-9021	283	610	12.93	Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders	1999
51-9023	283	8900	12.66	Mixing and Blending Machine Setters, Operators, and Tenders	1999
51-9041	283	2110	12.34	Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders	1999
51-9051	283	60	13.42	Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders	1999
51-9061	283	8600	13.57	Inspectors, Testers, Sorters, Samplers, and Weighers	1999
51-9111	283	23160	10.66	Packaging and Filling Machine Operators and Tenders	1999
51-9121	283	250	12.57	Coating, Painting, and Spraying Machine Setters, Operators, and Tenders	1999
51-9192	283	250	14.13	Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders	1999
51-9198	283	1890	8.5	Helpers--Production Workers	1999
53-0000	283	6460	11.21	Transportation and Material Moving Occupations	1999
53-1011	283	70	26.33	Aircraft Cargo Handling Supervisors	1999
53-1021	283	130	18.59	First-Line Supervisors/Managers of Helpers, Laborers, and Material Movers, Hand	1999
53-1031	283	160	19.72	First-Line Supervisors/Managers of Transportation and Material-Moving Machine and Vehicle Operators	1999
53-3032	283	370	17.53	Truck Drivers, Heavy and Tractor-Trailer	1999
53-3033	283	200	13.03	Truck Drivers, Light Or Delivery Services	1999
53-7051	283	380	13.69	Industrial Truck and Tractor Operators	1999
53-7062	283	1400	10.98	Laborers and Freight, Stock, and Material Movers, Hand	1999
53-7064	283	2780	10.0	Packers and Packagers, Hand	1999
00-0000	284	161430	16.5	Industry Total	1999
11-0000	284	9810	37.8	Management Occupations	1999
11-1011	284	540	54.51	Chief Executives	1999
11-1021	284	2270	44.55	General and Operations Managers	1999
11-2011	284	50	26.23	Advertising and Promotions Managers	1999
11-2021	284	660	35.11	Marketing Managers	1999
11-2022	284	980	35.41	Sales Managers	1999
11-2031	284	50	42.41	Public Relations Managers	1999
11-3011	284	280	28.95	Administrative Services Managers	1999
11-3021	284	200	36.8	Computer and Information Systems Managers	1999
11-3031	284	590	38.66	Financial Managers	1999
11-3040	284	410	32.28	Human Resources Managers	1999
11-3051	284	1610	29.93	Industrial Production Managers	1999
11-3061	284	280	30.59	Purchasing Managers	1999
11-3071	284	380	29.49	Transportation, Storage, and Distribution Managers	1999
11-9041	284	390	41.24	Engineering Managers	1999
13-0000	284	4380	23.3	Business and Financial Operations Occupations	1999
13-1022	284	70	20.69	Wholesale and Retail Buyers, Except Farm Products	1999
13-1023	284	840	21.32	Purchasing Agents, Except Wholesale, Retail, and Farm Products	1999
13-1041	284	90	27.73	Compliance Officers, Except Agriculture, Construction, Health and Safety, and Transportation	1999
13-1051	284	130	23.33	Cost Estimators	1999
13-1071	284	80	23.9	Employment, Recruitment, and Placement Specialists	1999
13-1072	284	170	20.32	Compensation, Benefits, and Job Analysis Specialists	1999
13-1073	284	200	26.76	Training and Development Specialists	1999
13-1111	284	150	28.09	Management Analysts	1999
13-2011	284	1520	22.07	Accountants and Auditors	1999
15-0000	284	2350	24.17	Computer and Mathematical Occupations	1999
15-1021	284	420	23.25	Computer Programmers	1999
15-1041	284	350	19.58	Computer Support Specialists	1999
15-1061	284	100	24.89	Database Administrators	1999
15-1071	284	380	23.91	Network and Computer Systems Administrators	1999
17-0000	284	2630	27.77	Architecture and Engineering Occupations	1999
17-2041	284	620	28.37	Chemical Engineers	1999
17-2051	284	60	32.84	Civil Engineers	1999
17-2081	284	50	29.15	Environmental Engineers	1999
17-2112	284	340	26.92	Industrial Engineers	1999
17-2141	284	310	27.7	Mechanical Engineers	1999
17-3023	284	130	18.78	Electrical and Electronic Engineering Technicians	1999
17-3026	284	70	22.25	Industrial Engineering Technicians	1999
19-0000	284	7950	20.2	Life, Physical, and Social Science Occupations	1999
19-1021	284	140	27.06	Biochemists and Biophysicists	1999
19-1022	284	250	20.8	Microbiologists	1999
19-2031	284	4520	24.0	Chemists	1999
19-3021	284	120	31.15	Market Research Analysts	1999
19-4021	284	90	17.22	Biological Technicians	1999
19-4031	284	2310	15.99	Chemical Technicians	1999
27-0000	284	260	18.97	Arts, Design, Entertainment, Sports, and Media Occupations	1999
27-3031	284	30	22.14	Public Relations Specialists	1999
29-0000	284	100	23.4	Healthcare Practitioners and Technical Occupations	1999
