occ_code	sic	tot_emp	h_mean	occ_title	year
43-6014	076	270	10.6	Secretaries, Except Legal, Medical, and Executive	2001
43-9021	076	50	7.26	Data Entry Keyers	2001
43-9061	076	440	9.42	Office Clerks, General	2001
45-0000	076	149840	7.49	Farming, Fishing, and Forestry Occupations	2001
45-1011	076	3600	13.78	First-Line Supervisors/Managers of Farming, Fishing, and Forestry Workers	2001
45-1012	076	4980	9.21	Farm Labor Contractors	2001
45-2041	076	1240	6.98	Graders and Sorters, Agricultural Products	2001
45-2091	076	2960	8.28	Agricultural Equipment Operators	2001
45-2092	076	133820	7.24	Farmworkers and Laborers, Crop, Nursery, and Greenhouse	2001
45-2093	076	3120	7.04	Farmworkers, Farm and Ranch Animals	2001
49-0000	076	740	12.87	Installation, Maintenance, and Repair Occupations	2001
49-1011	076	50	22.28	First-Line Supervisors/Managers of Mechanics, Installers, and Repairers	2001
49-3031	076	150	11.9	Bus and Truck Mechanics and Diesel Engine Specialists	2001
49-3041	076	330	12.2	Farm Equipment Mechanics	2001
49-9042	076	130	12.26	Maintenance and Repair Workers, General	2001
51-0000	076	1700	6.84	Production Occupations	2001
51-1011	076	40	13.64	First-Line Supervisors/Managers of Production and Operating Workers	2001
51-9061	076	480	6.14	Inspectors, Testers, Sorters, Samplers, and Weighers	2001
51-9111	076	230	7.47	Packaging and Filling Machine Operators and Tenders	2001
51-9198	076	40	7.77	Helpers--Production Workers	2001
53-0000	076	3170	8.45	Transportation and Material Moving Occupations	2001
53-3032	076	1100	10.42	Truck Drivers, Heavy and Tractor-Trailer	2001
53-7051	076	180	9.08	Industrial Truck and Tractor Operators	2001
53-7062	076	260	7.71	Laborers and Freight, Stock, and Material Movers, Hand	2001
53-7064	076	1260	6.73	Packers and Packagers, Hand	2001
00-0000	078	591570	11.96	Industry Total	2001
11-0000	078	25050	27.69	Management Occupations	2001
11-1011	078	4050	37.45	Chief Executives	2001
11-1021	078	12360	28.55	General and Operations Managers	2001
11-2011	078	130	21.75	Advertising and Promotions Managers	2001
11-2021	078	300	24.18	Marketing Managers	2001
11-2022	078	1130	24.3	Sales Managers	2001
11-2031	078	30	20.68	Public Relations Managers	2001
11-3011	078	1590	18.0	Administrative Services Managers	2001
11-3031	078	1030	26.84	Financial Managers	2001
11-3040	078	90	20.64	Human Resources Managers	2001
11-3071	078	140	25.99	Transportation, Storage, and Distribution Managers	2001
11-9011	078	1080	18.57	Farm, Ranch, and Other Agricultural Managers	2001
11-9021	078	1850	23.86	Construction Managers	2001
13-0000	078	3200	19.92	Business and Financial Operations Occupations	2001
13-1021	078	190	19.07	Purchasing Agents and Buyers, Farm Products	2001
13-1023	078	50	18.77	Purchasing Agents, Except Wholesale, Retail, and Farm Products	2001
13-1051	078	1680	19.56	Cost Estimators	2001
13-1071	078	90	20.57	Employment, Recruitment, and Placement Specialists	2001
13-2011	078	900	21.28	Accountants and Auditors	2001
15-0000	078	310	24.72	Computer and Mathematical Occupations	2001
15-1061	078	230	26.21	Database Administrators	2001
17-0000	078	11150	22.45	Architecture and Engineering Occupations	2001
17-1011	078	90	26.28	Architects, Except Landscape and Naval	2001
17-1012	078	8970	23.22	Landscape Architects	2001
17-2051	078	130	25.73	Civil Engineers	2001
17-3011	078	1180	17.75	Architectural and Civil Drafters	2001
19-0000	078	340	17.07	Life, Physical, and Social Science Occupations	2001
19-1010	078	200	14.63	Agricultural and Food Scientists	2001
27-0000	078	840	12.38	Arts, Design, Entertainment, Sports, and Media Occupations	2001
27-1023	078	320	10.68	Floral Designers	2001
27-1024	078	50	19.39	Graphic Designers	2001
33-0000	078	230	9.42	Protective Service Occupations	2001
35-0000	078	50	7.58	Food Preparation and Serving Related Occupations	2001
37-0000	078	455450	10.64	Building and Grounds Cleaning and Maintenance Occupations	2001
37-1011	078	1110	11.42	First-Line Supervisors/Managers of Housekeeping and Janitorial Workers	2001
37-1012	078	49140	16.39	First-Line Supervisors/Managers of Landscaping, Lawn Service, and Groundskeeping Workers	2001
37-2011	078	5920	9.42	Janitors and Cleaners, Except Maids and Housekeeping Cleaners	2001
37-2012	078	190	8.37	Maids and Housekeeping Cleaners	2001
37-3011	078	339530	9.61	Landscaping and Groundskeeping Workers	2001
37-3012	078	14660	12.77	Pesticide Handlers, Sprayers, and Applicators, Vegetation	2001
37-3013	078	40400	12.16	Tree Trimmers and Pruners	2001
41-0000	078	12520	15.29	Sales and Related Occupations	2001
41-1011	078	780	15.65	First-Line Supervisors/Managers of Retail Sales Workers	2001
41-1012	078	280	21.21	First-Line Supervisors/Managers of Non-Retail Sales Workers	2001
41-2011	078	980	9.01	Cashiers	2001
41-2021	078	40	10.13	Counter and Rental Clerks	2001
41-2031	078	2740	9.69	Retail Salespersons	2001
41-4011	078	540	27.1	Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products	2001
41-4012	078	2220	20.35	Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products	2001
41-9041	078	1770	10.89	Telemarketers	2001
41-9091	078	410	13.65	Door-To-Door Sales Workers, News and Street Vendors, and Related Workers	2001
43-0000	078	34760	12.25	Office and Administrative Support Occupations	2001
43-1011	078	2710	17.51	First-Line Supervisors/Managers of Office and Administrative Support Workers	2001
43-3011	078	830	10.92	Bill and Account Collectors	2001
43-3021	078	60	10.29	Billing and Posting Clerks and Machine Operators	2001
43-3031	078	5940	12.51	Bookkeeping, Accounting, and Auditing Clerks	2001
43-3051	078	710	12.74	Payroll and Timekeeping Clerks	2001
43-4051	078	370	12.07	Customer Service Representatives	2001
43-4161	078	50	14.52	Human Resources Assistants, Except Payroll and Timekeeping	2001
43-4171	078	1610	10.46	Receptionists and Information Clerks	2001
43-6011	078	3280	14.8	Executive Secretaries and Administrative Assistants	2001
43-6014	078	8030	12.32	Secretaries, Except Legal, Medical, and Executive	2001
43-9061	078	10300	10.24	Office Clerks, General	2001
45-0000	078	12040	9.69	Farming, Fishing, and Forestry Occupations	2001
45-1011	078	1400	14.68	First-Line Supervisors/Managers of Farming, Fishing, and Forestry Workers	2001
45-1012	078	60	8.92	Farm Labor Contractors	2001
45-2091	078	500	10.17	Agricultural Equipment Operators	2001
45-2092	078	9020	8.7	Farmworkers and Laborers, Crop, Nursery, and Greenhouse	2001
45-4011	078	390	8.53	Forest and Conservation Workers	2001
45-4021	078	270	10.98	Fallers	2001
45-4022	078	140	16.79	Logging Equipment Operators	2001
47-0000	078	13000	14.51	Construction and Extraction Occupations	2001
47-1011	078	1980	20.85	First-Line Supervisors/Managers of Construction Trades and Extraction Workers	2001
47-2021	078	760	14.0	Brickmasons and Blockmasons	2001
47-2031	078	250	14.74	Carpenters	2001
47-2051	078	1560	15.59	Cement Masons and Concrete Finishers	2001
47-2061	078	2450	11.05	Construction Laborers	2001
47-2073	078	2980	16.23	Operating Engineers and Other Construction Equipment Operators	2001
47-2152	078	160	16.03	Plumbers, Pipefitters, and Steamfitters	2001
47-4051	078	250	10.09	Highway Maintenance Workers	2001
47-4091	078	490	12.21	Segmental Pavers	2001
49-0000	078	7290	12.99	Installation, Maintenance, and Repair Occupations	2001
49-1011	078	520	18.49	First-Line Supervisors/Managers of Mechanics, Installers, and Repairers	2001
49-3023	078	1290	14.65	Automotive Service Technicians and Mechanics	2001
49-3031	078	170	14.34	Bus and Truck Mechanics and Diesel Engine Specialists	2001
49-3041	078	320	13.59	Farm Equipment Mechanics	2001
49-3042	078	70	13.76	Mobile Heavy Equipment Mechanics, Except Engines	2001
49-3053	078	2480	11.46	Outdoor Power Equipment and Other Small Engine Mechanics	2001
49-9042	078	1930	12.04	Maintenance and Repair Workers, General	2001
51-0000	078	240	11.97	Production Occupations	2001
53-0000	078	14910	11.94	Transportation and Material Moving Occupations	2001
53-1021	078	410	15.33	First-Line Supervisors/Managers of Helpers, Laborers, and Material Movers, Hand	2001
53-1031	078	280	19.71	First-Line Supervisors/Managers of Transportation and Material-Moving Machine and Vehicle Operators	2001
53-3032	078	4010	13.39	Truck Drivers, Heavy and Tractor-Trailer	2001
53-3033	078	2170	11.89	Truck Drivers, Light Or Delivery Services	2001
53-7032	078	1180	15.88	Excavating and Loading Machine and Dragline Operators	2001
53-7051	078	1020	10.97	Industrial Truck and Tractor Operators	2001
53-7062	078	5410	9.65	Laborers and Freight, Stock, and Material Movers, Hand	2001
00-0000	101	5540	20.81	Industry Total	2001
11-0000	101	190	39.55	Management Occupations	2001
11-1021	101	120	41.43	General and Operations Managers	2001
13-0000	101	110	26.06	Business and Financial Operations Occupations	2001
17-0000	101	220	31.37	Architecture and Engineering Occupations	2001
17-2151	101	70	42.34	Mining and Geological Engineers, Including Mining Safety Engineers	2001
43-0000	101	220	16.12	Office and Administrative Support Occupations	2001
43-5081	101	50	18.4	Stock Clerks and Order Fillers	2001
43-6011	101	50	15.87	Executive Secretaries and Administrative Assistants	2001
47-0000	101	750	19.53	Construction and Extraction Occupations	2001
47-1011	101	80	27.12	First-Line Supervisors/Managers of Construction Trades and Extraction Workers	2001
49-0000	101	1680	20.09	Installation, Maintenance, and Repair Occupations	2001
